时间(s)	位移(mm)	轴向力1(N)	扭转力1(N.m)	气压(MPa)	轴向力2(N)	扭转力2(N.m)	轴向力3(N)	扭转力3(N.m)	
877.79260	229.82960	-0.22676	0.00202	-0.00034	-0.83239	3.79392	0.56060	-0.01152	
877.89240	237.67870	-0.18878	0.01290	-0.00018	-0.88973	3.95928	0.52391	-0.00459	
877.99220	239.73720	-0.22416	0.00317	-0.00046	-0.96455	3.98144	0.46240	0.00330	
878.09200	235.76610	-0.25256	-0.01072	-0.00039	-0.87688	3.66925	0.47664	-0.00580	
878.29180	210.97760	-0.25038	0.00070	-0.00039	-0.92329	2.66827	0.51761	-0.01068	
878.39160	190.59140	-0.24340	-0.00008	-0.00028	-0.97219	2.08236	0.52515	-0.00216	
878.49140	165.54860	-0.24113	-0.00954	-0.00042	-0.92625	1.48024	0.58675	0.00148	
878.59120	136.43130	-0.25318	-0.00099	-0.00042	-0.84196	0.92146	0.61721	-0.00477	
878.69100	103.97020	-0.24322	0.01817	-0.00043	-0.85341	0.45681	0.58518	-0.01403	
878.79080	68.94972	-0.27254	0.01240	-0.00030	-0.89322	0.08786	0.55478	-0.01056	
878.89060	32.24787	-0.31920	-0.01011	-0.00037	-0.93856	-0.21886	0.47729	0.00171	
878.99040	-5.24819	-0.30462	-0.01338	-0.00020	-0.90505	-0.50652	0.51753	-0.00206	
879.09020	-42.61397	-0.27620	0.00368	-0.00030	-0.76676	-0.74673	0.58638	-0.01194	
879.28980	-113.31200	-0.29936	0.00160	-0.00062	-0.94836	-0.99307	0.47479	0.00285	
879.38980	-144.91220	-0.35492	-0.01127	-0.00069	-0.86237	-1.13048	0.53433	-0.00662	
879.48960	-172.95920	-0.37319	-0.00858	-0.00069	-0.84572	-1.23589	0.58578	-0.01190	
879.58940	-196.76360	-0.31901	0.00135	-0.00073	-0.87955	-1.29677	0.56888	-0.00993	
879.68920	-215.74320	-0.31349	-0.00089	-0.00075	-0.93209	-1.34465	0.54302	-0.00143	
879.78900	-229.43120	-0.31069	-0.01005	-0.00066	-0.86910	-1.40697	0.54156	0.00084	
879.88880	-237.48350	-0.27439	0.00110	-0.00069	-0.82825	-1.44990	0.59311	-0.00580	
879.98860	-239.78920	-0.24277	0.01840	-0.00078	-0.79656	-1.43630	0.60039	-0.01403	
880.08840	-235.96870	-0.24837	0.00999	-0.00054	-0.84774	-1.31502	0.53665	-0.00873	
880.28800	-211.60900	-0.28908	-0.01185	-0.00039	-0.81733	-1.09908	0.60331	-0.00323	
880.38780	-191.41660	-0.24952	0.00541	-0.00030	-0.76092	-0.99819	0.62581	-0.01153	
880.48760	-166.53060	-0.26169	0.01260	-0.00056	-0.84424	-0.81999	0.59197	-0.00092	
880.58760	-137.55320	-0.27245	0.00041	-0.00076	-0.93721	-0.63625	0.55472	0.00266	
880.68740	-105.19980	-0.28505	-0.01184	-0.00053	-0.87962	-0.48381	0.58563	-0.00691	
880.78720	-70.26307	-0.26952	-0.00728	-0.00044	-0.87714	-0.29006	0.62514	-0.01187	
880.88700	-33.60944	-0.28534	0.00172	-0.00019	-0.90670	-0.00695	0.57824	-0.00891	
880.98680	3.87241	-0.29866	-0.00253	-0.00044	-0.92187	0.39293	0.58899	-0.00024	
881.08660	41.26005	-0.33822	-0.01037	-0.00068	-0.84443	0.84151	0.63929	0.00102	
881.28620	112.10470	-0.24632	0.01882	-0.00064	-0.82463	1.81127	0.60986	-0.01474	
881.38600	143.82090	-0.28839	0.00747	-0.00061	-0.88433	2.32129	0.53115	-0.00767	
881.48580	172.02170	-0.35094	-0.01347	-0.00065	-0.95583	2.78347	0.50899	0.00263	
881.58560	195.98580	-0.34295	-0.01103	-0.00028	-0.88096	3.16755	0.55183	-0.00405	
881.68540	215.14760	-0.29540	0.00697	-0.00031	-0.76804	3.49935	0.58912	-0.01136	
881.78540	229.02860	-0.28687	0.01166	-0.00046	-0.84114	3.80942	0.51290	0.00009	
881.88520	237.29770	-0.30197	-0.00224	-0.00040	-0.86599	3.97907	0.46212	0.00148	
881.98500	239.79770	-0.33355	-0.01274	-0.00040	-0.82969	3.96304	0.53537	-0.00794	
882.08480	236.24350	-0.32989	-0.00674	-0.00030	-0.85602	3.69098	0.55016	-0.01204	
882.28440	212.27020	-0.31409	-0.00374	-0.00047	-0.85569	2.72655	0.53348	0.00028	
882.38420	192.25020	-0.36870	-0.00970	-0.00076	-0.77327	2.09993	0.57965	0.00059	
882.48400	167.52390	-0.34767	0.00569	-0.00062	-0.77805	1.49416	0.59302	-0.00806	
882.58380	138.68580	-0.31871	0.02007	-0.00068	-0.75409	0.96913	0.54567	-0.01528	
882.68360	106.44160	-0.38556	0.00540	-0.00064	-0.86596	0.52921	0.46810	-0.00604	
882.78340	71.58540	-0.40634	-0.01429	-0.00062	-0.89668	0.13142	0.49408	0.00282	
882.88340	34.97760	-0.38117	-0.00912	-0.00072	-0.76663	-0.23731	0.51655	-0.00558	
882.98320	-2.49046	-0.35286	0.00874	-0.00048	-0.71224	-0.52522	0.55798	-0.01095	
883.08300	-39.89137	-0.29760	0.01124	-0.00080	-0.77444	-0.69692	0.47245	0.00171	
883.28260	-110.87410	-0.33743	-0.01261	-0.00067	-0.74537	-1.01214	0.54965	-0.00870	
883.38240	-142.71130	-0.31477	-0.00499	-0.00059	-0.75812	-1.12514	0.54263	-0.01204	
883.48220	-171.04240	-0.26026	0.00272	-0.00048	-0.82509	-1.20255	0.48730	-0.00763	
883.58200	-195.17990	-0.26049	-0.00508	-0.00049	-0.88416	-1.28120	0.52114	0.00045	
883.68180	-214.52820	-0.30008	-0.00936	-0.00047	-0.81642	-1.37091	0.58110	-0.00069	
883.78160	-228.61400	-0.22211	0.00776	-0.00080	-0.76179	-1.42837	0.57620	-0.00964	
883.88140	-237.09110	-0.22216	0.01940	-0.00070	-0.79430	-1.43532	0.54790	-0.01531	
883.98120	-239.82200	-0.24437	0.00245	-0.00064	-0.85944	-1.39814	0.54576	-0.00520	
884.08120	-236.44250	-0.30488	-0.01500	-0.00058	-0.84615	-1.31704	0.57395	0.00262	
884.28080	-212.89010	-0.23575	0.00984	-0.00060	-0.71308	-1.14025	0.65088	-0.01056	
884.38060	-193.06970	-0.22326	0.00998	-0.00050	-0.81765	-0.96718	0.56914	0.00200	
884.48040	-168.50180	-0.30601	-0.00531	-0.00072	-0.79011	-0.81920	0.54169	-0.00114	
884.58020	-139.79430	-0.31026	-0.01245	-0.00061	-0.70047	-0.67778	0.61853	-0.00957	
884.68000	-107.66580	-0.24928	-0.00401	-0.00060	-0.74484	-0.49580	0.58616	-0.01224	
884.77980	-72.88815	-0.22626	0.00260	-0.00057	-0.81834	-0.27836	0.53001	-0.00690	
884.87960	-36.32969	-0.27634	-0.00602	-0.00072	-0.81641	-0.02429	0.55313	0.00112	
884.97940	1.12128	-0.32433	-0.00844	-0.00069	-0.78022	0.32765	0.61716	-0.00091	
885.07920	38.54710	-0.28060	0.01014	-0.00065	-0.74660	0.78494	0.62959	-0.01027	
885.27900	109.66410	-0.32294	-0.00029	-0.00069	-0.78904	1.81538	0.50172	-0.00326	
885.37880	141.60450	-0.33799	-0.01620	-0.00067	-0.81631	2.28975	0.54941	0.00214	
885.47860	170.08420	-0.25638	-0.00571	-0.00077	-0.73062	2.70271	0.61305	-0.00794	
885.57840	194.39100	-0.20392	0.01072	-0.00060	-0.73699	3.11508	0.56844	-0.00928	
885.67820	213.91690	-0.25165	0.00829	-0.00072	-0.86772	3.51944	0.53646	0.00341	
885.77800	228.20380	-0.25838	-0.00706	-0.00050	-0.83750	3.79737	0.53073	-0.00168	
885.87780	236.88710	-0.29805	-0.01244	-0.00052	-0.77570	3.94386	0.62413	-0.01045	
885.97760	239.81720	-0.26301	-0.00333	-0.00031	-0.80360	3.97363	0.65440	-0.01185	
886.07740	236.69910	-0.25273	0.00173	-0.00037	-0.81036	3.75158	0.60566	-0.00512	
886.27700	213.53860	-0.25908	-0.00728	-0.00036	-0.75018	2.73764	0.62765	-0.00176	
886.37700	193.88790	-0.20121	0.01208	-0.00049	-0.76283	2.12727	0.60262	-0.01117	
886.47680	169.48360	-0.20354	0.01825	-0.00040	-0.82315	1.55834	0.58564	-0.01389	
886.57660	140.92590	-0.25915	-0.00247	-0.00047	-0.88854	1.04649	0.52594	-0.00172	
886.67640	108.90650	-0.27896	-0.01527	-0.00043	-0.84622	0.55916	0.50409	0.00139	
886.77620	74.20989	-0.23755	-0.00275	-0.00044	-0.70984	0.10829	0.56924	-0.00934	
886.87600	37.70045	-0.17397	0.01216	-0.00027	-0.72590	-0.23020	0.54645	-0.00806	
886.97580	0.26047	-0.21592	0.00736	-0.00035	-0.86239	-0.46276	0.49426	0.00331	
887.07560	-37.17803	-0.28521	-0.00777	-0.00031	-0.79177	-0.68602	0.47515	-0.00284	
887.27520	-108.43190	-0.25872	-0.00136	-0.00071	-0.79321	-0.99445	0.54279	-0.01151	
887.37500	-140.49050	-0.26461	0.00136	-0.00076	-0.82848	-1.09112	0.52445	-0.00433	
887.47480	-169.09570	-0.28492	-0.00793	-0.00070	-0.81610	-1.19935	0.53148	0.00191	
887.57480	-193.56730	-0.30041	-0.00537	-0.00031	-0.77024	-1.30991	0.56984	-0.00281	
887.67460	-213.28690	-0.24591	0.01428	-0.00044	-0.78421	-1.37980	0.58228	-0.01214	
887.77440	-227.76680	-0.27405	0.01678	-0.00043	-0.79429	-1.40029	0.55185	-0.01362	
887.87420	-236.66670	-0.33376	-0.00479	-0.00020	-0.85667	-1.39608	0.52791	-0.00072	
887.97400	-239.81050	-0.33198	-0.01552	-0.00030	-0.78578	-1.40703	0.53532	0.00032	
888.07380	-236.89880	-0.26825	-0.00096	-0.00025	-0.70742	-1.37880	0.56443	-0.01040	
888.27340	-214.14460	-0.25401	0.00561	-0.00061	-0.85477	-1.10401	0.47608	0.00346	
888.37320	-194.68620	-0.30401	-0.00942	-0.00065	-0.79863	-0.98681	0.46896	-0.00446	
888.47300	-170.44710	-0.30219	-0.01085	-0.00040	-0.72583	-0.85365	0.54454	-0.01155	
888.57280	-142.02330	-0.31819	-0.00097	-0.00084	-0.82507	-0.67706	0.55878	-0.01161	
888.67280	-110.11870	-0.33297	0.00075	-0.00075	-0.89220	-0.48207	0.50294	-0.00385	
888.77260	-75.51543	-0.32561	-0.00919	-0.00076	-0.87191	-0.30208	0.54775	0.00137	
888.87240	-39.05017	-0.29541	-0.00354	-0.00070	-0.76125	-0.08152	0.57909	-0.00387	
888.97220	-1.63680	-0.24002	0.01614	-0.00058	-0.75168	0.28834	0.56305	-0.01313	
889.07200	35.82238	-0.26561	0.01466	-0.00068	-0.81652	0.78031	0.49927	-0.01223	
889.27160	107.20950	-0.31996	-0.01517	-0.00035	-0.79601	1.76468	0.50854	-0.00057	
889.37140	139.37630	-0.30026	0.00087	-0.00032	-0.73587	2.20390	0.55430	-0.01167	
889.47120	168.13570	-0.25501	0.01255	-0.00034	-0.77867	2.67506	0.53762	-0.00478	
889.57100	192.76450	-0.29450	0.00316	-0.00030	-0.85575	3.12945	0.46857	0.00341	
889.67080	212.65910	-0.31478	-0.01125	-0.00033	-0.78433	3.48027	0.48392	-0.00584	
889.77060	227.34440	-0.30236	-0.01072	-0.00049	-0.77612	3.76015	0.53827	-0.01161	
889.87060	236.44350	-0.26782	-0.00017	-0.00046	-0.83599	3.95367	0.50462	-0.01100	
889.97040	239.79580	-0.29067	-0.00071	-0.00038	-0.86846	4.00187	0.51218	-0.00313	
890.07020	237.13370	-0.30061	-0.01037	-0.00030	-0.85744	3.77046	0.53257	0.00090	
890.26980	214.77760	-0.19307	0.01730	-0.00039	-0.77532	2.77887	0.55015	-0.01421	
890.36960	195.49550	-0.23354	0.01232	-0.00045	-0.86158	2.20494	0.50853	-0.01113	
890.46940	171.41700	-0.28711	-0.01023	-0.00074	-0.92479	1.63326	0.51527	0.00130	
890.56920	143.13960	-0.29141	-0.01379	-0.00073	-0.81902	1.06044	0.55889	-0.00182	
890.66900	111.34470	-0.22951	0.00345	-0.00071	-0.73972	0.54104	0.56048	-0.01188	
890.76880	76.82497	-0.23108	0.01251	-0.00061	-0.77813	0.14947	0.52556	-0.00302	
890.86860	40.41454	-0.25254	0.00178	-0.00013	-0.84906	-0.16779	0.47429	0.00272	
890.96840	3.02155	-0.27885	-0.01144	-0.00029	-0.77478	-0.46530	0.51325	-0.00703	
891.06840	-34.45329	-0.25322	-0.00909	-0.00040	-0.77241	-0.68801	0.56084	-0.01215	
891.26800	-105.96140	-0.22271	-0.00159	-0.00053	-0.93465	-0.96148	0.52696	-0.00207	
891.36780	-138.25070	-0.26688	-0.01008	-0.00064	-0.80140	-1.10092	0.55836	0.00065	
891.46760	-167.13350	-0.24379	0.00087	-0.00067	-0.74408	-1.22534	0.57208	-0.00660	
891.56740	-191.92920	-0.19726	0.01849	-0.00067	-0.79101	-1.30271	0.54893	-0.01476	
891.66720	-212.01690	-0.21252	0.00981	-0.00025	-0.88817	-1.33806	0.49227	-0.00948	
891.76700	-226.89000	-0.24660	-0.01188	-0.00019	-0.90149	-1.36897	0.49919	0.00177	
891.86680	-236.21180	-0.22872	-0.01194	-0.00035	-0.84985	-1.42508	0.56214	-0.00359	
891.96660	-239.76750	-0.18919	0.00530	-0.00061	-0.80959	-1.45585	0.60820	-0.01235	
